iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.94,4.501,iteration
2,0,1,3,3.3,5.01,iteration
2,0,1,4,5.98,5.228,iteration
2,0,1,5,7.17,5.44,iteration
2,0,1,6,10.7,5.662,iteration
2,0,1,7,12.96,6.035,iteration
2,0,1,8,15.68,6.278,iteration
2,0,1,9,18.55,6.505,iteration
2,0,1,10,22.81,6.66,iteration
2,0,1,11,26.89,6.98,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.94,4.501,iteration
4,0,1,3,3.3,4.866,iteration
4,0,1,4,5.98,5.385,iteration
4,0,1,5,7.17,5.58,iteration
4,0,1,6,10.7,5.787,iteration
4,0,1,7,12.96,6.063,iteration
4,0,1,8,15.68,6.332,iteration
4,0,1,9,18.55,6.562,iteration
4,0,1,10,22.81,6.66,iteration
4,0,1,11,26.89,6.98,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,1.94,4.5,iteration
6,0,1,3,3.3,4.666,iteration
6,0,1,4,5.98,5.469,iteration
6,0,1,5,7.17,5.665,iteration
6,0,1,6,10.7,5.852,iteration
6,0,1,7,12.96,6.094,iteration
6,0,1,8,15.68,6.386,iteration
6,0,1,9,18.55,6.579,iteration
6,0,1,10,22.81,6.66,iteration
6,0,1,11,26.89,6.98,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,1.94,4.5,iteration
8,0,1,3,3.3,4.501,iteration
8,0,1,4,5.98,5.532,iteration
8,0,1,5,7.17,5.737,iteration
8,0,1,6,10.7,5.929,iteration
8,0,1,7,12.96,6.129,iteration
8,0,1,8,15.68,6.45,iteration
8,0,1,9,18.55,6.571,iteration
8,0,1,10,22.81,6.66,iteration
8,0,1,11,26.89,6.98,iteration
8,0,1,12,45.0,8.1,iteration
