iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.040425,0.028895,0.169985,,True,True,False,accepted
1,0,0,0.024424,0.017458,0.132129,5.291,True,True,False,accepted
2,0,0,0.002656,0.001769,0.042059,3.196,True,True,False,accepted
3,0,0,0.002431,0.001738,0.041687,0.521,True,True,False,accepted
4,0,0,0.002423,0.001614,0.040174,1.577,True,True,False,accepted
5,0,0,0.002252,0.00161,0.04012,0.193,True,True,False,accepted
6,0,0,0.00231,0.001539,0.039229,1.126,True,True,False,accepted
7,0,0,0.002146,0.001534,0.039166,0.186,True,True,False,accepted
8,0,0,0.002239,0.001491,0.038615,0.905,True,True,True,accepted
