iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,3.29,4.536,iteration
2,0,1,3,4.04,5.001,iteration
2,0,1,4,6.25,5.979,iteration
2,0,1,5,10.58,6.124,iteration
2,0,1,6,12.72,6.489,iteration
2,0,1,7,18.58,6.62,iteration
2,0,1,8,22.45,6.84,iteration
2,0,1,9,27.07,7.11,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.499,iteration
4,0,1,2,3.29,4.5,iteration
4,0,1,3,4.04,4.918,iteration
4,0,1,4,6.25,6.054,iteration
4,0,1,5,10.58,6.176,iteration
4,0,1,6,12.72,6.569,iteration
4,0,1,7,18.58,6.62,iteration
4,0,1,8,22.45,6.84,iteration
4,0,1,9,27.07,7.11,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,3.29,4.5,iteration
6,0,1,3,4.04,4.896,iteration
6,0,1,4,6.25,6.093,iteration
6,0,1,5,10.58,6.228,iteration
6,0,1,6,12.72,6.607,iteration
6,0,1,7,18.58,6.62,iteration
6,0,1,8,22.45,6.84,iteration
6,0,1,9,27.07,7.11,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,3.29,4.5,iteration
8,0,1,3,4.04,4.901,iteration
8,0,1,4,6.25,6.118,iteration
8,0,1,5,10.58,6.264,iteration
8,0,1,6,12.72,6.628,iteration
8,0,1,7,18.58,6.629,iteration
8,0,1,8,22.45,6.84,iteration
8,0,1,9,27.07,7.11,iteration
8,0,1,10,45.0,8.1,iteration
