iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.0109,0.05446732965732761,0.055547277160991435,0.029700000000000004,-0.094,0.139,0.139,10
4,0,1,0.012199999999999999,0.04457308604976775,0.0462125524073276,0.028800000000000003,-0.083,0.079,0.083,10
6,0,1,0.0107,0.022378784596130328,0.024805241381611266,0.015099999999999999,-0.022,0.052,0.052,10
8,0,1,0.008799999999999999,0.012867012085173464,0.015588457268119896,0.008799999999999999,0.0,0.036,0.036,10
